trade_date,index_code,index_name_cn,open,high,low,close,change,change_pct,trading_volume,trading_value
20091208,930955,红利低波100,5189.35,5189.35,5109.62,5153.83,,-0.69,2040.18,207.51
20091209,930955,红利低波100,5102.81,5136.69,5039.36,5060.31,,-1.82,1747.43,185.02
20091210,930955,红利低波100,5081.16,5115.3,5053.9,5095.82,,0.7,1422.83,144.6
20091211,930955,红利低波100,5112.75,5138.48,5090.21,5100.11,,0.08,1487.29,145.67
20091214,930955,红利低波100,5107.1,5115.25,4982.52,5115.25,,0.3,2118.39,217.64
20091215,930955,红利低波100,5106.38,5143.94,5094.91,5112.66,,-0.05,1635.41,173.36
20091216,930955,红利低波100,5093.83,5137.68,5078.92,5090.05,,-0.44,1422.47,152.78
20091217,930955,红利低波100,5091.35,5091.35,4938.46,4938.46,,-2.98,1721.07,174.67
20091218,930955,红利低波100,4901.23,4901.23,4817.35,4821.08,,-2.38,1771.45,175.97
20091221,930955,红利低波100,4815.35,4867.97,4811.65,4867.97,,0.97,1216.11,126.27
20091222,930955,红利低波100,4873.04,4876.61,4751.25,4754.66,,-2.33,1432.31,144.72
20091223,930955,红利低波100,4745.74,4818.08,4745.74,4818.08,,1.33,1326.78,133.58
20091224,930955,红利低波100,4823.66,4957.2,4823.66,4957.2,,2.89,1761.65,190.24
20091225,930955,红利低波100,4953.55,4988.7,4944.24,4970.42,,0.27,1191.04,137.04
20091228,930955,红利低波100,4976.92,5035.82,4976.92,5035.7,,1.31,1337.42,150.65
20091229,930955,红利低波100,5041.29,5051.26,4993.57,5051.26,,0.31,1306.2,141.58
20091230,930955,红利低波100,5050.8,5086.05,5038.33,5086.05,,0.69,2171.15,247.56
20091231,930955,红利低波100,5079.81,5102.75,5051.82,5102.75,,0.33,1526.96,178.75
20100104,930955,红利低波100,5127.22,5127.22,5071.78,5071.78,,-0.61,1985.75,269.31
20100105,930955,红利低波100,5077.91,5093.02,5023.06,5093.02,,0.42,2415.56,331.24
20100106,930955,红利低波100,5088.3,5118.45,5077.43,5078.22,,-0.29,2161.45,300.12
20100107,930955,红利低波100,5068.72,5077.58,4948.77,4963.33,,-2.26,2283.27,303.89
20100108,930955,红利低波100,4948.77,5000.52,4928.24,5000.46,,0.75,1719.79,231.89
20100111,930955,红利低波100,5044.01,5051.02,5012.48,5044.88,,0.89,2865.61,411.52
20100112,930955,红利低波100,5040.41,5162.3,5037.21,5162.3,,2.33,2919.11,357.8
20100113,930955,红利低波100,5060.75,5151.73,5060.75,5092.02,,-1.36,3639.75,440.78
20100114,930955,红利低波100,5101.27,5190.46,5101.27,5190.46,,1.93,2607.55,335.52
20100115,930955,红利低波100,5192.81,5208.72,5181.01,5201.57,,0.21,2152.81,276.77
20100118,930955,红利低波100,5198.72,5284.28,5198.08,5282.62,,1.56,2765.52,361.6
20100119,930955,红利低波100,5290.01,5305.57,5248.61,5284.19,,0.03,2475.57,309.03
20100120,930955,红利低波100,5291.83,5291.83,5126.07,5132.31,,-2.87,3093.61,382.63
20100121,930955,红利低波100,5135.01,5185.21,5103.47,5160.99,,0.56,2274.45,280.98
20100122,930955,红利低波100,5109.36,5141.71,4990.33,5076.92,,-1.63,2810.86,337.99
20100125,930955,红利低波100,5036.15,5077.69,4997.01,4997.3,,-1.57,1686.65,204.17
20100126,930955,红利低波100,4996.76,5003.96,4823.56,4853.95,,-2.87,1856.69,222.58
20100127,930955,红利低波100,4852.05,4896.31,4820.5,4825.92,,-0.58,1633.38,194.24
20100128,930955,红利低波100,4825.54,4901.6,4817.01,4895.7,,1.45,1413.2,178.45
20100129,930955,红利低波100,4873.19,4972.09,4873.19,4927.67,,0.65,1588.72,199.41
20100201,930955,红利低波100,4919.92,4919.92,4842.85,4889.38,,-0.78,1717.48,231.86
20100202,930955,红利低波100,4907.41,4964.79,4870.95,4871.98,,-0.36,1549.74,193.09
20100203,930955,红利低波100,4880.58,4955.02,4810.62,4955.02,,1.7,2139.34,257.92
20100204,930955,红利低波100,4933.35,5012.28,4916.81,4972.99,,0.36,1775.12,208.71
20100205,930955,红利低波100,4882.94,4922.92,4846.8,4877.62,,-1.92,1749.66,199.4
20100208,930955,红利低波100,4869.67,4897.14,4854.91,4882.88,,0.11,1066.42,130.1
20100209,930955,红利低波100,4872.72,4946.06,4872.72,4926.03,,0.88,1380.49,144.4
20100210,930955,红利低波100,4941.18,4958.13,4917.05,4958.13,,0.65,1119.67,134.24
20100211,930955,红利低波100,4960.53,4971.77,4946.33,4951.1,,-0.14,1061.55,125.35
20100212,930955,红利低波100,4961.49,4998.04,4961.49,4998.04,,0.95,1036.43,121.89
20100222,930955,红利低波100,5000.2,5030.83,4982.45,4993.82,,-0.08,1220.17,144.31
20100223,930955,红利低波100,4989.8,5014.08,4924.04,5014.08,,0.41,1468.29,223.91
20100224,930955,红利低波100,4992.16,5102.72,4992.16,5102.72,,1.77,1608.07,193.61
20100225,930955,红利低波100,5112.04,5160.45,5112.04,5156.44,,1.05,2181.84,257.73
20100226,930955,红利低波100,5147.46,5168.72,5138.63,5144.45,,-0.23,1639.15,201.33
20100301,930955,红利低波100,5143.23,5196.54,5143.23,5187.73,,0.84,1853.22,228.94
20100302,930955,红利低波100,5194.9,5204.19,5140.18,5162.33,,-0.49,1493.52,187.96
20100303,930955,红利低波100,5167.95,5219.9,5167.95,5219.9,,1.12,1890.67,214.1
20100304,930955,红利低波100,5224.52,5234.14,5049.04,5066.44,,-2.94,2051.9,236.71
20100305,930955,红利低波100,5063.92,5101.06,5035.2,5082.16,,0.31,1366.61,160.04
20100308,930955,红利低波100,5090.62,5129.27,5088.97,5118.11,,0.71,1255.36,149.46
20100309,930955,红利低波100,5112.86,5127.47,5079.89,5114.57,,-0.07,1377.34,166.79
20100310,930955,红利低波100,5122.09,5130.7,5045.24,5072.56,,-0.82,1434.39,169.21
20100311,930955,红利低波100,5073.18,5087.35,5018.37,5063.83,,-0.17,1404.58,165.07
20100312,930955,红利低波100,5070.39,5070.39,4981.96,4981.96,,-1.62,1209.17,143.87
20100315,930955,红利低波100,4980.22,4980.22,4914.86,4933.79,,-0.97,1123.56,135.63
20100316,930955,红利低波100,4934.01,4961.53,4911.68,4961.53,,0.56,1047.97,124.45
20100317,930955,红利低波100,4985.34,5067.87,4980.39,5067.87,,2.14,1460.22,188.46
20100318,930955,红利低波100,5070.63,5077.56,5048.95,5059.4,,-0.17,1223.63,154.13
20100319,930955,红利低波100,5060.77,5095.11,5040.62,5095.11,,0.71,1226.2,152.04
20100322,930955,红利低波100,5100.53,5107.45,5074.2,5102.28,,0.14,1482.73,177.44
20100323,930955,红利低波100,5107.26,5107.26,5069.37,5079.48,,-0.45,1477.39,166.41
20100324,930955,红利低波100,5087.26,5111.1,5086.22,5091.86,,0.24,1708.41,180.54
20100325,930955,红利低波100,5087.57,5087.57,5031.5,5039.69,,-1.02,1532.01,177.58
20100326,930955,红利低波100,5039.45,5121.14,5039.45,5112.45,,1.44,1786.22,210.66
20100329,930955,红利低波100,5129.45,5170.06,5129.04,5170.06,,1.13,2541.62,305.66
20100330,930955,红利低波100,5171.1,5174.75,5150.54,5172.21,,0.04,1603.17,200.05
20100331,930955,红利低波100,5172.85,5172.85,5145.56,5154.99,,-0.33,1815.49,215.6
20100401,930955,红利低波100,5157.82,5222.0,5157.82,5222.0,,1.3,2233.99,284.11
20100402,930955,红利低波100,5227.76,5227.76,5209.29,5226.34,,0.08,2032.81,265.13
20100406,930955,红利低波100,5240.98,5240.98,5196.78,5223.93,,-0.05,1860.34,242.28
20100407,930955,红利低波100,5223.34,5231.25,5190.01,5212.49,,-0.22,1665.47,218.76
20100408,930955,红利低波100,5208.37,5213.62,5186.06,5192.74,,-0.38,1788.42,237.35
20100409,930955,红利低波100,5199.32,5242.78,5199.32,5242.78,,0.96,1642.91,224.32
20100412,930955,红利低波100,5248.84,5254.81,5217.39,5250.87,,0.15,2151.35,291.5
20100413,930955,红利低波100,5252.94,5286.29,5179.25,5266.45,,0.3,2574.18,359.29
20100414,930955,红利低波100,5263.5,5289.73,5257.11,5289.73,,0.44,1727.35,230.27
20100415,930955,红利低波100,5294.25,5294.25,5220.86,5244.7,,-0.85,1689.74,228.51
20100416,930955,红利低波100,5238.87,5244.12,5201.39,5211.97,,-0.62,1389.78,177.37
20100419,930955,红利低波100,5178.37,5178.37,4999.17,5000.35,,-4.06,2747.78,328.69
20100420,930955,红利低波100,4997.03,5036.03,4956.09,5036.03,,0.71,1944.49,248.97
20100421,930955,红利低波100,5046.51,5155.19,5046.51,5154.9,,2.36,2063.4,275.63
20100422,930955,红利低波100,5144.97,5158.91,5101.43,5132.22,,-0.44,2252.2,282.27
20100423,930955,红利低波100,5144.85,5147.0,5067.92,5088.01,,-0.86,1809.87,235.39
20100426,930955,红利低波100,5092.8,5106.18,5072.9,5084.18,,-0.08,1612.26,209.22
20100427,930955,红利低波100,5069.1,5069.1,4910.48,4979.78,,-2.05,2088.71,241.11
20100428,930955,红利低波100,4911.1,4985.43,4911.1,4961.2,,-0.37,1368.22,156.88
20100429,930955,红利低波100,4989.08,4993.37,4870.67,4870.76,,-1.82,1449.23,181.53
20100430,930955,红利低波100,4862.37,4862.37,4755.07,4828.78,,-0.86,1652.63,198.44
20100504,930955,红利低波100,4746.52,4830.18,4746.52,4795.09,,-0.7,1225.02,148.89
20100505,930955,红利低波100,4769.84,4866.97,4742.46,4866.97,,1.5,1815.12,239.3
20100506,930955,红利低波100,4837.03,4852.05,4695.66,4695.72,,-3.52,1713.52,217.41
20100507,930955,红利低波100,4601.98,4676.61,4577.93,4603.04,,-1.97,1967.98,232.27
20100510,930955,红利低波100,4601.15,4630.89,4506.98,4594.89,,-0.18,1421.78,179.19
20100511,930955,红利低波100,4669.09,4669.09,4491.26,4498.82,,-2.09,1689.01,202.48
20100512,930955,红利低波100,4465.39,4522.77,4419.27,4484.35,,-0.32,1558.93,194.04
20100513,930955,红利低波100,4483.13,4581.03,4457.04,4581.03,,2.16,1772.7,210.2
20100514,930955,红利低波100,4553.02,4610.58,4545.32,4590.38,,0.2,1259.94,151.58
20100517,930955,红利低波100,4541.77,4541.77,4350.03,4350.03,,-5.24,1507.52,167.98
20100518,930955,红利低波100,4341.41,4409.24,4284.96,4401.03,,1.17,1450.87,167.51
20100519,930955,红利低波100,4378.92,4439.05,4341.04,4385.78,,-0.35,1328.09,141.38
20100520,930955,红利低波100,4359.92,4425.86,4334.34,4334.34,,-1.17,1206.5,134.51
20100521,930955,红利低波100,4236.41,4383.25,4231.19,4383.25,,1.13,1562.59,159.59
20100524,930955,红利低波100,4400.18,4522.73,4400.18,4520.67,,3.14,2036.86,229.84
20100525,930955,红利低波100,4498.86,4511.67,4440.39,4463.63,,-1.26,1553.81,168.84
20100526,930955,红利低波100,4456.0,4490.91,4444.82,4470.36,,0.15,1086.29,117.24
20100527,930955,红利低波100,4460.41,4529.03,4419.21,4522.93,,1.18,1328.82,143.85
20100528,930955,红利低波100,4560.54,4566.34,4524.04,4543.9,,0.46,1483.75,158.12
20100531,930955,红利低波100,4530.41,4564.28,4455.96,4456.52,,-1.92,1366.59,146.33
20100601,930955,红利低波100,4420.39,4428.27,4325.05,4383.22,,-1.65,1408.3,141.44
20100602,930955,红利低波100,4355.88,4395.68,4308.87,4395.68,,0.28,1274.38,123.65
20100603,930955,红利低波100,4408.01,4441.24,4367.72,4367.72,,-0.64,1191.01,128.82
20100604,930955,红利低波100,4346.56,4377.47,4334.2,4377.47,,0.22,855.72,94.88
20100607,930955,红利低波100,4297.68,4343.07,4296.84,4334.58,,-0.98,1110.9,125.47
20100608,930955,红利低波100,4326.07,4362.16,4320.71,4352.23,,0.41,946.05,108.47
20100609,930955,红利低波100,4365.72,4452.89,4349.21,4452.89,,2.31,1682.37,196.86
20100610,930955,红利低波100,4429.06,4463.92,4423.45,4437.56,,-0.34,1207.29,133.56
20100611,930955,红利低波100,4453.12,4465.44,4424.38,4428.47,,-0.21,1037.08,124.19
20100617,930955,红利低波100,4451.65,4451.65,4384.2,4384.68,,-0.99,879.34,103.43
20100618,930955,红利低波100,4376.24,4382.71,4260.72,4281.22,,-2.36,1227.42,138.43
20100621,930955,红利低波100,4276.62,4391.44,4257.04,4391.44,,2.58,1653.61,193.82
20100622,930955,红利低波100,4379.27,4413.03,4379.19,4405.24,,0.31,1054.27,118.37
20100623,930955,红利低波100,4387.99,4413.22,4343.89,4379.67,,-0.58,898.17,104.55
20100624,930955,红利低波100,4371.77,4397.56,4349.98,4372.73,,-0.16,839.98,92.95
20100625,930955,红利低波100,4359.86,4360.95,4309.93,4336.43,,-0.83,965.53,101.5
20100628,930955,红利低波100,4330.33,4341.69,4292.94,4304.62,,-0.73,867.09,93.96
20100629,930955,红利低波100,4306.0,4306.91,4121.02,4121.02,,-4.27,1464.82,139.4
20100630,930955,红利低波100,4101.28,4101.28,4049.18,4085.54,,-0.86,1115.02,99.18
20100701,930955,红利低波100,4073.73,4097.77,4044.44,4044.44,,-1.01,809.25,73.62
20100702,930955,红利低波100,4042.64,4058.79,3931.42,4042.19,,-0.06,1079.19,96.35
20100705,930955,红利低波100,4010.3,4028.37,3972.47,4022.11,,-0.5,834.91,72.8
20100706,930955,红利低波100,4008.35,4098.99,4008.35,4098.99,,1.91,1064.27,91.03
20100707,930955,红利低波100,4095.17,4120.75,4064.85,4120.75,,0.53,858.03,79.48
20100708,930955,红利低波100,4131.73,4134.33,4085.24,4110.63,,-0.25,842.07,77.12
20100709,930955,红利低波100,4114.79,4212.64,4089.49,4203.7,,2.26,1411.36,135.54
20100712,930955,红利低波100,4201.41,4256.01,4201.41,4244.18,,0.96,1541.43,151.44
20100713,930955,红利低波100,4211.97,4211.97,4148.88,4168.22,,-1.79,1033.6,100.56
20100714,930955,红利低波100,4173.45,4230.57,4173.45,4212.18,,1.05,1180.41,116.05
20100715,930955,红利低波100,4207.79,4233.43,4132.44,4132.44,,-1.89,1045.56,100.67
20100716,930955,红利低波100,4119.36,4148.17,4086.11,4148.17,,0.38,862.5,83.47
20100719,930955,红利低波100,4117.98,4235.74,4117.57,4227.28,,1.91,1211.93,120.39
20100720,930955,红利低波100,4229.55,4323.84,4229.55,4323.84,,2.28,1717.03,166.65
20100721,930955,红利低波100,4324.38,4378.8,4320.67,4353.39,,0.68,1856.5,162.61
20100722,930955,红利低波100,4335.65,4393.73,4335.65,4393.73,,0.93,1581.78,144.42
20100723,930955,红利低波100,4400.93,4403.63,4360.54,4392.79,,-0.02,1721.47,167.72
20100726,930955,红利低波100,4401.26,4430.49,4385.91,4430.49,,0.86,1265.57,122.36
20100727,930955,红利低波100,4425.66,4442.55,4413.03,4425.58,,-0.11,1393.58,136.78
20100728,930955,红利低波100,4423.1,4518.73,4407.43,4518.73,,2.11,2076.42,195.95
20100729,930955,红利低波100,4523.16,4542.2,4507.3,4539.54,,0.46,2007.29,193.95
20100730,930955,红利低波100,4535.88,4542.89,4498.9,4535.7,,-0.09,1330.17,130.85
20100802,930955,红利低波100,4538.45,4616.67,4538.45,4616.28,,1.78,1807.52,178.49
20100803,930955,红利低波100,4621.23,4621.23,4533.29,4533.29,,-1.8,1915.46,186.27
20100804,930955,红利低波100,4519.3,4555.51,4470.31,4555.51,,0.49,1553.24,157.8
20100805,930955,红利低波100,4555.41,4578.15,4521.62,4549.42,,-0.13,1626.52,176.84
20100806,930955,红利低波100,4544.59,4640.84,4541.73,4640.84,,2.01,1888.97,191.86
20100809,930955,红利低波100,4644.05,4680.7,4644.05,4675.27,,0.74,1742.67,193.98
20100810,930955,红利低波100,4676.71,4676.71,4529.87,4530.64,,-3.09,1756.08,181.74
20100811,930955,红利低波100,4517.06,4571.88,4517.06,4559.55,,0.64,1302.65,133.16
20100812,930955,红利低波100,4516.41,4567.93,4508.28,4508.42,,-1.12,1425.53,145.25
20100813,930955,红利低波100,4507.0,4570.17,4495.56,4570.17,,1.37,1376.57,142.61
20100816,930955,红利低波100,4573.38,4677.24,4573.38,4674.13,,2.28,2019.27,199.8
20100817,930955,红利低波100,4680.31,4704.44,4665.55,4698.23,,0.52,1858.87,181.9
20100818,930955,红利低波100,4705.47,4721.41,4674.65,4702.44,,0.09,1787.02,183.0
20100819,930955,红利低波100,4702.65,4734.61,4677.64,4714.26,,0.25,2004.73,207.18
20100820,930955,红利低波100,4703.43,4722.45,4647.44,4647.44,,-1.42,1970.07,209.22
20100823,930955,红利低波100,4649.39,4692.84,4649.39,4680.54,,0.71,1460.92,149.27
20100824,930955,红利低波100,4682.03,4752.97,4658.62,4736.45,,1.2,1578.81,147.25
20100825,930955,红利低波100,4714.28,4714.28,4625.16,4625.16,,-2.35,1692.25,149.64
20100826,930955,红利低波100,4632.81,4654.35,4612.98,4637.88,,0.28,1324.35,119.25
20100827,930955,红利低波100,4632.91,4654.52,4615.39,4653.6,,0.34,1175.43,109.85
20100830,930955,红利低波100,4676.89,4745.27,4676.89,4740.99,,1.88,1711.28,177.55
20100831,930955,红利低波100,4727.89,4736.38,4709.7,4731.09,,-0.21,1658.99,172.26
20100901,930955,红利低波100,4737.49,4755.64,4663.6,4698.36,,-0.69,1916.4,193.85
20100902,930955,红利低波100,4729.68,4751.47,4711.62,4745.37,,1.0,1762.57,216.61
20100903,930955,红利低波100,4751.98,4751.98,4695.8,4743.87,,-0.03,1723.66,194.08
20100906,930955,红利低波100,4766.35,4796.66,4750.19,4794.94,,1.08,2214.82,239.6
20100907,930955,红利低波100,4798.33,4811.87,4768.99,4811.87,,0.35,1750.42,183.17
20100908,930955,红利低波100,4795.14,4809.01,4776.48,4809.01,,-0.06,1661.27,180.55
20100909,930955,红利低波100,4816.78,4826.22,4744.01,4749.69,,-1.23,1858.95,204.61
20100910,930955,红利低波100,4752.47,4795.59,4702.74,4792.33,,0.9,1506.86,172.75
20100913,930955,红利低波100,4786.52,4845.64,4786.52,4844.31,,1.09,1739.24,203.55
20100914,930955,红利低波100,4851.56,4851.56,4812.36,4833.49,,-0.22,1742.91,190.87
20100915,930955,红利低波100,4825.76,4825.76,4744.94,4754.82,,-1.63,1633.48,178.34
20100916,930955,红利低波100,4753.32,4770.11,4622.62,4658.47,,-2.03,1878.39,203.63
20100917,930955,红利低波100,4667.9,4678.02,4639.3,4652.05,,-0.14,1230.95,140.1
20100920,930955,红利低波100,4657.82,4657.82,4592.06,4605.34,,-1.0,1110.7,129.73
20100921,930955,红利低波100,4620.88,4631.84,4590.19,4623.22,,0.39,796.03,94.72
20100927,930955,红利低波100,4638.27,4706.36,4637.14,4706.36,,1.8,1224.29,137.66
20100928,930955,红利低波100,4699.86,4699.86,4647.16,4650.61,,-1.19,1257.08,142.77
20100929,930955,红利低波100,4648.66,4658.23,4616.1,4618.38,,-0.69,1307.9,138.45
20100930,930955,红利低波100,4600.35,4688.4,4600.35,4688.4,,1.52,1388.47,159.1
20101008,930955,红利低波100,4713.4,4806.14,4713.4,4795.3,,2.28,2390.38,262.07
20101011,930955,红利低波100,4825.28,4927.84,4825.28,4927.84,,2.76,4231.56,479.06
20101012,930955,红利低波100,4912.86,4954.96,4895.56,4948.82,,0.43,3323.91,361.24
20101013,930955,红利低波100,4957.48,4983.36,4929.79,4982.79,,0.69,3728.42,411.82
20101014,930955,红利低波100,5002.74,5019.56,4945.33,4946.6,,-0.73,4984.74,533.91
20101015,930955,红利低波100,4930.63,5061.58,4930.63,5061.58,,2.32,5703.29,600.18
20101018,930955,红利低波100,5095.06,5169.16,5084.8,5116.78,,1.09,6629.73,695.04
20101019,930955,红利低波100,5113.13,5155.84,5065.84,5155.84,,0.76,3751.35,388.79
20101020,930955,红利低波100,5058.99,5148.92,5054.15,5115.2,,-0.79,4768.92,563.45
20101021,930955,红利低波100,5128.99,5144.94,5066.5,5114.23,,-0.02,3412.84,396.24
20101022,930955,红利低波100,5109.11,5120.63,5077.68,5098.2,,-0.31,2779.11,319.9
20101025,930955,红利低波100,5109.17,5208.44,5097.58,5208.44,,2.16,3798.81,447.56
20101026,930955,红利低波100,5227.51,5227.51,5167.35,5197.49,,-0.21,3870.79,463.61
20101027,930955,红利低波100,5188.77,5238.24,5155.57,5157.41,,-0.77,3592.2,411.01
20101028,930955,红利低波100,5147.74,5181.75,5112.22,5150.64,,-0.13,3007.06,336.45
20101029,930955,红利低波100,5149.35,5150.46,5091.18,5138.88,,-0.23,3015.3,338.93
20101101,930955,红利低波100,5150.67,5247.25,5150.67,5247.25,,2.11,3349.32,368.0
20101102,930955,红利低波100,5259.48,5302.07,5233.61,5260.28,,0.25,4148.67,477.82
20101103,930955,红利低波100,5266.86,5279.66,5220.47,5220.47,,-0.76,3600.87,415.76
20101104,930955,红利低波100,5230.62,5296.65,5214.83,5296.65,,1.46,3442.38,375.45
20101105,930955,红利低波100,5334.91,5373.35,5320.34,5373.35,,1.45,4428.26,476.95
20101108,930955,红利低波100,5397.29,5465.9,5393.16,5465.9,,1.72,4298.41,479.17
20101109,930955,红利低波100,5465.97,5465.97,5389.83,5415.42,,-0.92,3570.98,410.64
20101110,930955,红利低波100,5400.42,5400.42,5338.77,5372.44,,-0.79,3657.56,448.75
20101111,930955,红利低波100,5357.09,5432.29,5357.09,5369.78,,-0.05,4218.66,481.79
20101112,930955,红利低波100,5344.18,5345.13,5068.2,5068.88,,-5.6,4979.99,547.7
20101115,930955,红利低波100,5083.29,5154.63,5048.74,5154.63,,1.69,3562.62,359.31
20101116,930955,红利低波100,5151.2,5151.2,4963.48,4979.55,,-3.4,2910.89,338.74
20101117,930955,红利低波100,4938.3,4968.27,4882.09,4890.03,,-1.8,2314.8,279.7
20101118,930955,红利低波100,4922.38,4940.82,4865.5,4921.48,,0.64,1763.35,202.15
20101119,930955,红利低波100,4947.73,4979.94,4852.72,4979.94,,1.19,2294.97,257.87
20101122,930955,红利低波100,4942.01,5004.77,4942.01,4983.96,,0.08,2326.09,250.74
20101123,930955,红利低波100,4968.7,4968.7,4828.63,4879.33,,-2.1,2218.07,252.64
20101124,930955,红利低波100,4837.66,4960.43,4837.66,4960.43,,1.66,2437.87,275.64
20101125,930955,红利低波100,4984.0,5023.95,4966.17,5023.95,,1.28,2554.1,277.92
20101126,930955,红利低波100,5016.22,5016.22,4946.9,4982.91,,-0.82,1871.59,225.6
20101129,930955,红利低波100,4974.62,4998.36,4954.15,4989.18,,0.13,1603.14,206.23
20101130,930955,红利低波100,4986.8,4999.83,4800.7,4871.22,,-2.36,2420.94,287.69
20101201,930955,红利低波100,4865.52,4908.64,4859.87,4905.42,,0.7,1294.1,139.76
20101202,930955,红利低波100,4964.54,4968.69,4929.34,4932.43,,0.55,1727.62,200.03
20101203,930955,红利低波100,4935.74,4937.9,4885.57,4918.36,,-0.29,1416.19,169.91
20101206,930955,红利低波100,4923.84,4923.84,4869.57,4898.6,,-0.4,1741.16,215.17
20101207,930955,红利低波100,4892.15,4940.65,4836.83,4931.17,,0.67,1548.27,179.49
20101208,930955,红利低波100,4938.84,4952.56,4897.32,4905.98,,-0.51,1502.13,201.81
20101209,930955,红利低波100,4892.88,4912.05,4851.0,4851.0,,-1.12,1659.77,180.56
20101210,930955,红利低波100,4833.5,4892.42,4833.5,4889.47,,0.79,1528.79,171.57
20101213,930955,红利低波100,4906.58,5012.18,4906.58,5012.18,,2.51,2783.43,301.74
20101214,930955,红利低波100,5026.38,5029.47,5001.89,5029.47,,0.35,2586.69,259.91
20101215,930955,红利低波100,5029.41,5053.43,5010.21,5015.72,,-0.27,2130.16,238.23
20101216,930955,红利低波100,5015.29,5023.07,4987.41,4994.55,,-0.42,1827.56,198.45
20101217,930955,红利低波100,4994.23,4999.29,4974.4,4994.71,,0.0,1244.25,159.83
20101220,930955,红利低波100,5009.25,5009.7,4852.83,4923.72,,-1.42,1945.88,237.18
20101221,930955,红利低波100,4931.15,4995.24,4911.41,4994.21,,1.43,2168.93,260.96
20101222,930955,红利低波100,4999.96,5004.95,4953.66,4953.66,,-0.81,1803.34,209.94
20101223,930955,红利低波100,4951.8,4960.42,4905.61,4909.83,,-0.89,1673.64,176.7
20101224,930955,红利低波100,4897.15,4907.03,4855.66,4880.4,,-0.6,1447.46,159.76
20101227,930955,红利低波100,4892.43,4920.72,4784.91,4784.91,,-1.96,1995.88,216.01
20101228,930955,红利低波100,4770.64,4770.64,4695.51,4695.51,,-1.87,1552.22,182.39
20101229,930955,红利低波100,4695.77,4722.46,4687.77,4722.46,,0.57,1346.79,140.16
20101230,930955,红利低波100,4723.01,4732.7,4683.91,4718.03,,-0.09,1618.14,170.14
20101231,930955,红利低波100,4719.09,4791.01,4719.09,4791.01,,1.55,1654.66,180.8
20110104,930955,红利低波100,4814.56,4849.97,4776.08,4849.97,,1.23,2444.56,272.43
20110105,930955,红利低波100,4833.2,4856.77,4823.61,4840.43,,-0.2,2168.72,259.87
20110106,930955,红利低波100,4841.03,4859.68,4822.36,4828.64,,-0.24,1687.66,228.85
20110107,930955,红利低波100,4824.51,4895.49,4812.16,4864.4,,0.74,2987.22,362.52
20110110,930955,红利低波100,4858.49,4882.01,4800.14,4801.39,,-1.3,2326.99,260.03
20110111,930955,红利低波100,4786.59,4840.44,4783.07,4840.44,,0.81,1944.76,223.38
20110112,930955,红利低波100,4845.17,4874.16,4825.23,4871.21,,0.64,2044.34,219.2
20110113,930955,红利低波100,4881.64,4884.04,4859.23,4874.25,,0.06,1794.47,196.04
20110114,930955,红利低波100,4861.87,4861.87,4814.26,4827.97,,-0.95,1620.02,174.08
20110117,930955,红利低波100,4803.01,4803.31,4679.9,4679.9,,-3.07,2133.75,227.36
20110118,930955,红利低波100,4669.85,4694.0,4655.99,4692.88,,0.28,1359.77,149.44
20110119,930955,红利低波100,4693.85,4767.25,4683.22,4767.25,,1.59,1472.46,165.07
20110120,930955,红利低波100,4758.58,4758.58,4650.16,4650.54,,-2.45,1646.89,176.16
20110121,930955,红利低波100,4645.57,4757.82,4645.57,4721.09,,1.52,2001.5,221.04
20110124,930955,红利低波100,4722.62,4749.16,4697.54,4707.99,,-0.28,1870.26,202.02
20110125,930955,红利低波100,4702.43,4722.61,4677.21,4699.43,,-0.18,1616.23,167.77
20110126,930955,红利低波100,4697.57,4752.7,4697.57,4747.07,,1.01,1284.88,139.94
20110127,930955,红利低波100,4718.46,4798.89,4700.79,4798.65,,1.09,2373.94,257.6
20110128,930955,红利低波100,4785.53,4801.59,4777.19,4798.76,,0.0,1708.69,198.39
20110131,930955,红利低波100,4795.24,4856.79,4795.24,4856.79,,1.21,1937.75,225.26
20110201,930955,红利低波100,4856.46,4856.46,4823.96,4844.82,,-0.25,1379.35,160.88
20110209,930955,红利低波100,4817.31,4848.37,4817.13,4817.13,,-0.57,1705.2,202.54
20110210,930955,红利低波100,4808.67,4879.13,4802.36,4879.13,,1.29,1796.25,214.35
20110211,930955,红利低波100,4872.91,4917.36,4870.23,4911.51,,0.66,2167.19,248.93
20110214,930955,红利低波100,4924.88,5031.78,4924.88,5025.14,,2.31,3785.62,403.39
20110215,930955,红利低波100,5026.85,5057.3,5007.92,5008.22,,-0.34,3133.03,348.73
20110216,930955,红利低波100,4997.68,5043.97,4995.61,5043.97,,0.71,2595.09,284.12
20110217,930955,红利低波100,5050.81,5071.38,5017.22,5053.42,,0.19,2560.41,297.75
20110218,930955,红利低波100,5049.4,5049.61,5005.51,5021.15,,-0.64,2027.85,230.01
20110221,930955,红利低波100,4996.41,5087.93,4996.41,5087.93,,1.33,2559.09,276.06
20110222,930955,红利低波100,5094.68,5094.68,4959.6,4960.41,,-2.51,3308.46,387.85
20110223,930955,红利低波100,4947.56,4994.61,4947.56,4983.48,,0.47,2031.72,234.76
20110224,930955,红利低波100,4978.6,5004.57,4967.34,5004.57,,0.42,2025.01,229.14
20110225,930955,红利低波100,5001.57,5010.21,4956.81,5000.4,,-0.08,1727.95,194.86
